sentence,aspect,sentiment
"Máy dùng ok, đúng chiếc cửa hàng gửi hình ảnh, video cho mình trước khi chốt. Phụ kiện đầy đủ, ốp, dán, cáp, phiếu bảo hành.",Shop_Service,positive
"Hàng của Xiaomi thì chất lượng yên tâm. Hàng chính hãng với cấu hình và mức giá như thế này thì đáng đẻ mua với những ai cần 1 máy pin lâu, hiệu năng tốt, màn hình tốt, chụp hình tốt trong điều kiện bình thường",Camera,positive
"Màu ngẫu nhiên: Tainghe máy chụp hình và quay phim rất rõ nét, mẫu mã thiết kế đẹp mắt, cầm tay vừa vặn. Lướt web chơi game nhanh, mượt. Nhìn chung mình rất hài lòng về sản phẩm của cửa hàng",Design,positive
Sản phẩm tạm ổn với mức giá,Price,positive
Màn hình hiển thị đúng các thông số kỹ thuật. Thiết kế sản phẩm không có gì khác biệt so với hình ảnh.,Display,neutral
"Pin xài lâu ghê, nghe nhạc ở tiệm cả ngày vẫn ổn",General,positive
Màng hình mờ dữ liệu di động không sài được,Display,negative
Không phải hàng nguyên seal cửa hàng làm ăn gì vậy.,Packaging,negative
"Chất lượng sản phẩm: Tốt hàng đẹp cỡ 98% 
Đúng với mô tả: Đã nhận đúng với mô tả giao hàng nhanh",Shipping,positive
"Với giá này thì quá rẻ quá ngon luôn ạ, nên mua cho ông bà cha mẹ sử dụng nha mọi người máy chạy mượt tốt lắm ạ 🥰 sử dụng thêm thời gian xem có bền không trước mắt thì ổn tốt",Performance,positive
"Nhóm màu: Natural 
Dung lượng lưu trữ: 256gb quá là xuất sắc. Hàng tốt chất lượng tốt. 10/10. Cám ơn cửa hàng. Quá là xuất sắc. Hàng tốt chất lượng tốt. 10/10. Cám ơn cửa hàng.",General,positive
"Kém, vỏ lỏng sai thông số lag, pin tụt nhanh, ship trễ 4 ngày,",Design,negative
"97 - 98% nhưng ít trầy lắm, rất đáng mua, vẫn đang trải nghiệm mượt mà trong thời gian cửa hàng còn bảo hành, chưa thấy điểm nào để chê.",Shop_Service,positive
"Chất lượng sản phẩm: Tốt 
Đúng với mô tả: Đúng pin 45% tự nhiên hết pin luôn xuống còn 1 luôn",Battery,negative
"Mua 3 máy của cửa hàng rồi hàng đẹp xịn chuẩn, màn lúc nào cũng đẹp hàng 97% mà ngang 99% của cửa hàng khác, chủ cửa hàng xịn chăm sóc khách hàng oke ạ",Design,positive
Đien thoai không len nguon lua đao,General,negative
"Hàng giao đúng như quảng cáo, qua tăng có đủ,que chọc sim, ốp lưng, miếng dán cường lực, máy rất đẹp, mới tinh luôn, máy chạy rất mượt, ram 8g, bộ nhớ 256g,pin 5000, sạc nhanh, mình rất là hài lòng, rất là tốt, cửa hàng giao hàng rất nhanh, đong gói kĩ,cửa hàng rất là uy tín, mọi người nên mua và ủng hộ cửa hàng này, rất là uy tín, sẽ ủng hộ cửa hàng tiếp tục, cảm ơn cửa hàng.",Design,positive
Cửa hàng đóng gói rất cẩn thận nhưng giao sai kính cường lực nên còn 4 sao mặt lưng chài khá nhiều,Design,negative
Cửa hàng chính hãng nên rất yên tâm. 5⭐,General,positive
"Giao hàng nhanh đầy đủ hàng, đóng gói kỹ, nói chung máy đẹp mượt mà, sẽ ủng hộ khi cần thiết hình ảnh chỉ mang tính chất nhận xu",Shipping,positive
Mua cho bố mẹ sử dụng và thấy cái này giá quá là tốt và nhiều tính năng vượt trội. Giao hàng nhanh và thân thiện lắm. Sản phẩm thì đẹp khỏi chê rồi. Cảm ơn cửa hàng. Hình ảnh mang tính chất nhận xu chứ gửi về quê không có hình ảnh 🤣,Shipping,positive
Săn sale được nên giá khá rẻ chỉ 5tr thoi mượt mà điện thoại gaming phone nên không đòi hỏi gì ở cam nhiều chụp cũng tạm được giá rẻ nên chấp nhận và bị cái giao hơi lâu thoi 😁,Camera,positive
"Hàng chính hãng samsung, bảo hành đầy đủ theo SN Sản phẩm giao hàng rất nhanh Giá ưu đãi tốt Chất lượng sẽ test thêm",Shop_Service,positive
"Nhóm màu: Vàng 
Dung lượng lưu trữ: 16gb hơn mong đợi luôn nè",General,positive
"Hàng giao nhanh,đóng gói cẩn thận. Máy hoi lag, thích hợp người lớn tuổi sài nghe gọi, youtube.....",Performance,negative
"Chăm sóc khách hàng quá kém. Điện thoại giật đơ, sài sạc được có chưa được 20 ngày thì sạc không vào nữa luôn. Nhắn khiếu nại thì nói khách tự gọi. Quá kém !",Performance,negative
"Mình review sau 2 tuần sử dụng, máy gần đúng cửa hàng mô tả chỉ có bộ nhớ thực tế 100gb nhưng không sao, các thông số khác đúng. Mình mua làm điện thoại phụ chơi game ổn áp",General,positive
"Hiệu năng lag khi đa nhiệm, camera selfie mờ nhòe. Dịch vụ khách hàng không phản hồi email, pin chỉ trụ 4h xem phim.",Camera,negative
"Tính năng nổi bật: Tốt 
Chất lượng sản phẩm: Tốt 
Đúng với mô tả: Tốt
Mua ở đây cũng chính hãng giá rẻ hơn các nơi mà còn được áp mã giảm giá",Price,positive
"Chất lượng sản phẩm: Sử dụng nghe gọi không được, loa cứ bị rè 
Tính năng nổi bật: Không 
Đúng với mô tả: Khác hoàn toàn mô tả giao điện thoại không đúng mẫu như lừa khách hàng nhắn tin thì không trả lời nói chung chung thì cũng tạm nhưng ghét cái là lừa dối khách hành",Shop_Service,negative
Sản phẩm giống hình ảnh được công bố,General,neutral
Sạc pin không lên,Battery,negative
"Hàng chất lượng, giá lại rẻ hơn so với bên ngoài có tiền ủng hộ thêm nhiều cái nữa.",Price,positive
Nhóm màu: Màu xanh ngọc khả năng lưu trữ: 128gb máy đẹp như mới. Không một vết xước nha. Sử dụng tốt. Mỗi tội 1 sim nhưng đổi lại có sóng 5g,Design,positive
"Dung lượng lưu trữ: Bản ram 4gb/64gb may muot sai okchất lượng máy ảnh tuyệt vời,",Camera,positive
"Màu sắc: Đen 
Phân loại: Likenew 95% máy tốt, màn hình hơi xước do mua máy 95%, cửa hàng uy tín nha..",Design,negative
Sản phẩm tốt với giá,Price,positive
Camera thiếu ổn định hình ảnh pin hao pin standby shipping giao giờ lạ,Camera,negative
"Màn hình dễ vỡ giả mạo thương hiệu mic thu âm kém. Ghi âm nghe như ở dưới nước vậy, âm thanh rè rè khó chịu.,",General,negative
Nhóm màu: Màu đen không kết nối bluetooth với smartphone được như quảng cáo nói chung chỉ nghe gọi không chống nước,Performance,negative
Máy giao màn hình bị xước nhắn tin cửa hàng nói chắc do bên hải quan. Cửa hàng hỗ trợ trả đơn hoàn tiền nhưng mình cần việc sử dụng nên chấp nhận sử dụng mòng là không phải là máy đã qua sử dụng.. Mong lần sao có mua hàng cửa hàng nên check sản phẩm kỷ hơn để không xẩy ra vấn đề phát sinh,Shop_Service,negative
"Hàng mình nhận không có vấn đề gì nhưng cửa hàng cần cải thiện dịch vụ tư vấn, mình liên hệ với cửa hàng phải đợi vài tiếng mới được trả lời 1 lần",Shop_Service,negative
"Chất lượng sản phẩm: Tốt 
Tính năng nổi bật: Pin trâu, cấu hình cao 
Đúng với mô tả: Nguyên seal",Battery,positive
"Màn hình Full HD+, ngoại hình như ảnh",Design,neutral
Camera macro chụp mờ nhòe. Ảnh cận cảnh không nét. Không có tính năng nào đáng tiền. Camera macro không dùng được. Pin hiệu năng đều yếu kém,Camera,negative
"Giao hàng muộn thiếu tin, đóng gói túi carton yếu. Camera zoom số nhạt, pin ngắn hứa hẹn.",Packaging,negative
Đúng với mô tả chuẩn hàng chính hãng đóng gói cẩn thận mỗi tội giao hàng hơi lâu qua ngày sinh bạn mất rồi,Shipping,negative
Phân loại sản phẩm: Máy likenew 99% máy hơi sước sát.,Design,negative
"Cửa hàng giao hàng nhanh. Máy thiết kế đẹp, cấu hình mạnh, chính hãng, săn sale giá còn 6tr7 thôi. Nên mua nha mọi người.",Design,positive
Pin không trâu lắm. Camera chụp hình đẹp nha. Sẽ ủng hộ cửa hàng thêm,Battery,negative
"Nhóm màu: Pink 
Dung lượng lưu trữ: 256gb màn hình lớn cho trải nghiệm đắm chìm, chất lượng máy ảnh tuyệt vời, giá trị tuyệt vời cho số tiền bỏ ra,",Display,positive
Báo: Bình thường trong quan tạp boss cũng là tại cuối cùng xuất hiện,Others,neutral
"Đúng với mô tả: Đúng mô tả 
Tính năng nổi bật: Tốt 
Chất lượng sản phẩm: Tốt
Hàng nguyên seal. Mua tại cửa hàng chính hãng nên rất yên tâm. Lần đầu mua điện thoại trên shopee. Bao bọc rất cẩn thận, 2 lớp túi khí.",Packaging,positive
"Đóng gói thiếu hướng dẫn. Không có giấy tờ gì kèm theo. Thiếu sót. Mở hộp không thấy hướng dẫn sử dụng, phải tự tìm trên mạng. Camera chụp ngoài trời còn đỡ. Shipping nhanh",Shipping,positive
"Không có wifi hay bị đơ,chai pin sóng yếu âm thanh rè không còn gì để nói,tóm lại quá tệ",Battery,negative
"Đúng với mô tả: Đẹp 100% 
Chất lượng sản phẩm: Quá tốt nên mua mọi người nên mya nubia neo 2 nha, dù không được kiểm tra hàng trước khi nhận nhưng có thể trả hàng và còn được bảo hành thì quá tốt. 10₫ Cho cửa hàng",Shop_Service,positive
10Đ không có nhưng hàng chất giá mềm 👌,Price,positive
Pin sạc pin không ổn định camera thiếu độ sâu đóng gói thiếu chống va đập,Camera,negative
Máy giao màn hình bị xước nhắn tin cửa hàng nói chắc do bên hải quan. Cửa hàng hỗ trợ trả đơn hoàn tiền nhưng mình cần việc sử dụng nên chấp nhận sử dụng mòng là không phải là máy đã qua sử dụng.. Mong lần sao có mua hàng cửa hàng nên check sản phẩm kỷ hơn để không xẩy ra vấn đề phát sinh,Display,negative
Kém chất lượng,General,negative
"Máy đẹp hơn 98%, đã mua hơn 3 lần ở worldphone và đều hài lòng",General,positive
Vừa mang về cầm đã thấy pin bị phồng rồi,Battery,negative
Thiết kế máy có trọng lượng được công bố là 200 gram.,Design,neutral
Nhóm màu: Màu jet black chất lượng ra sao thì phải chờ thời gian đánh giá.,General,neutral
"Pin nạp 3 giờ chậm, camera zoom năm lần mờ. Hỗ trợ khách hàng sao chép nội dung.",Camera,negative
"Chất lượng sản phẩm: Tốt 
Đúng với mô tả: Đúng sản phẩm bên cửa hàng rất đẹp cửa hàng giao rất nhanh sản phẩm đúng như cửa hàng mô tả máy chạy rất mượt, giá cả lại rẻ tôi rất hài lòng cảm ơn sếp",Price,positive
"Nhóm màu: Màu hồng cánh sen 
Dung lượng lưu trữ: 128gb nét đẹp bánh bèo dễ thương của màu hồng hoho, nghe nhiều người nói hao pin nhưng mình thấy ổn. Cửa hàng bọc kĩ, chu đáo dán bảo vệ màn hình, các miếng dán cạnh màn hình vẫn còn nguyên.",Packaging,positive
"Hàng chính hãng của nhà sản xuất thì khỏi phải chê rồi, phải dùng hết chức năng mới biết hàng có bị lỗi gì không",General,neutral
Máy dựng đơ lag. Xem youtube còn không được. Mua phí tiền,Price,negative
"Máy đúng mô tả, độ mới 99%. Màn hình rất đẹp, loa âm lượng to, chất âm bt, bắt sóng khoẻ, cảm ứng nhạy, hệ đh nhẹ và mượt. Sạc, cáp, ốp, cường lực đủ nhưng sạc, cáp là hàng tàu, không đúng mô tả. Mong cửa hàng phát huy.",Display,positive
"Giao hàng tắc nghẽn cuối tuần, camera thiếu ổn định. Dịch vụ khách hàng vòng vo, pin yếu khi sync dữ liệu.",Shipping,negative
"Tồi tệ không khớp không nổi bật hiệu năng lag game. Chăm sóc khách hàng không giải quyết.,",Shop_Service,negative
"Color family: Random color sản phẩm: Tuyệt vời,cửa hàng ơi mình đã nhận được hàng rồi máy tốt chuẩn luôn nhé cửa hàng tư vấn nhiệt tình đúng mẫu máy mình cần đúng chính hãng luôn nha cửa hàng đóng gói cẩn thận giao hàng cũng rất là nhanh mình test một thời gian thì máy rất là tốt nói chung là tốt tất cả cửa hàng uy tín lần sau mình sẽ giới thiệu mọi người ủng hộ thêm cho cửa hàng nha tặng cửa hàng 5 sao nè",Shipping,positive
"Sản phẩm: Hàng lỗi hoặc bị hư hỏng lỗi như video, đã ra cửa hàng bảo hành hướng giải quyết và chính sách bên viettel rất chán. Sạc điện thoại qua đêm 2 ngày không đầy 100% pin mà cứ 80% xong nóng nổi như cục than vậy không hiểu sao, bên cửa hàng thì chính sách đổi cho khách không rõ ràng",Battery,negative
"Chất lượng sản phẩm: Hoàn toàn không đúng với hàng cửa hàng quảng cáo, hàng đểu, thậm chí ram chỉ có 1877mb bộ nhớ trong chỉ có 10,1gb thật là bọn lừa đảo.",General,negative
"Điện thoại xài ok nhà, mình chụp tạm ảnh điện thoại cũ thôi, cửa hàng giao hàng nhanh, đóng gói kĩ",Packaging,positive
Đẹp xỉu Đóng gói tốt Giao đúng mẫu Mong sale nhiều hơn Sẽ đặt lại,Shipping,positive
Dung lượng lưu trữ: Bản ram 4gb/64gb cửa hàng ơi em mới mua điện thoại nhà anh về mà đã không sử dụng được mấy hôm đầu màn hjnh tư nháy ít gjờ sử dụng chưa được tháng máy càng bị năng,Display,negative
"Color: Đen-l sự thoải mái: Hoàn hảo cho các hoạt động thể thao,",Others,neutral
"Nhóm màu: Vàng đồng 
Phân loại sản phẩm: Không sạc bất cứ một loại điện thoại nào mà có hỗ trợ 5g thì khách hàng vẫn thích hơn và nhớ là luôn giữ uy tín khi giao hàng các chức năng đầy đủ thì mãi mãi tốt nhé",General,positive
Nhóm màu: Xanh than sản phẩm tạm ổn so với giá tiền nhỏ gọn và nhẹ,Design,positive
"Dung lượng lưu trữ: 8 + 256 gb điện thoại giao hàng nhanh mẫu mã đẹp hy vọng sản phẩm bền giá cả phải chăng cửa hàng trả lời nhiệt tình thiết kế mỏng nhẹ, hoàn hảo cho người sử dụng hiện đại,",Shop_Service,positive
"Hiệu năng không mượt. Máy bị khựng nhẹ. Hiệu năng không ổn định. Thi thoảng dùng thấy máy bị khựng lại 1-2s rồi mới chạy tiếp. Camera ok,đóng hàng ok",Camera,positive
